title,tag,artist,year,views,features,lyrics,id
Victory,rap,Diddy,1998.0,318875.0,"{""The Notorious B.I.G."",""Busta Rhymes""}","   One, one two Check me out right here yo   Yo, the sun don't shine forever You can turn the track up a little bit for me But as long as it's here then we might as well shine together All up in my ears Better now than never, business before pleasure The mic is loud, but the beats isn't loud P. Diddy and the Fam, who you know do it better? Yeah right, no matter what, we air tight (YEAH!) So when you hear somethin', make sure you hear it right Don't make a ass outta yourself, by assumin' YEAH! Now the mic is lower, turn the mics up Our music keeps you movin', what are you provin'? Turn that shit all the way up, yeah You know that I'm two levels above you baby Music's gettin' louder Hug me baby, I'ma make you love me baby This shit is hot! Talkin' crazy, ain't gon' get you nuthin' but choked Uh-huh, uh-huh, uh-huh And that jealousy is only gonna leave you broke So the only thing left now is God for these cats And BIG you know you too hard for these cats I'ma win 'cause I'm too smart for these cats While they makin' up facts (uhh) you rakin' up plaques  In the commission, you ask for permission to hit 'em He don't like me, hit him while wifey was with him You heard of us, the murderous, most shady Been on the low lately, the Feds hate me The son of (*Satan*), they say my killing's too blatant You hesitatin', I'm in your mama crib waitin' Duct tapin', your fam' destiny Lays in my hands, gat lays in my waist Francis, M to the izz-H phenomenal Gun rest under your vest by the abdominal Rhyme a few bars so I could buy a few cars And I kick a few flows so I could pimp a few hoes Excellence is my presence, never tense Never hesitant, leave a nigga bent real quick Real sick, brawl nights, I perform like Mike Anyone - Tyson, Jordan, Jackson Action, pack guns, ridiculous And I'm, quick to bust, if my ends you touch Kids or girl you touch, in this world I clutch Two auto-matoes, used to call me fatso Now you call me Castro, my rap flows Militant, y'all faggots ain't killin' shit Oops Cristal keep spillin' shit; you overdid it holmes You in the danger zone, you shouldn't be alone Hold hands and say it like me The most shady, Frankie baby, fantastic Graphic, tryin' to make dough, like Jurassic Park did, quick to spark kids who start shit See me, only me the underboss Of this holocaust, truly yours, Frank White  We got the real live shit from front to back To my people in the world, where the fuck you at? Where my niggas is at? Where my niggas is at? Where the fuck my bitches at? Where my bitches is at? We got the real live shit from front to back To my people in the world, where the fuck you at? Where my niggas is at? Where my niggas is at? Where the fuck my bitches at? Where my bitches is at? HAHH!!!   Put your money on the table and get your math on Break it down, split it up, get your laugh on See you later Dog, I'ma get my stash on There's a bed full of money that I get my ass on I never lose the passion to go platinum Said I'd live it up 'til all the cash gone Ain't that funny, only use plastic, craft it To make classics, hotter than acid P-D, rollin' on your tape or CD The Billboard killa, no team illa The Fam-o, ammo, is every channel We been hot for a long time burnin' like a candle What you can do is check your distribution My songs bump in Houston like Scarface produced 'em You ain't gotta like me, you just mad 'Cause I tell it how it is, and you tell it how it might be  We got the shit mapped tight, brass knuckles and flashlights The heaters in the two-seaters, with two miras Senoritas, kiss rings when you meet us P. Diddy run the city, show no pity I'm the witty one, Frank's the crook from the Brook' Mad he broke the neck of your coke connect No respect, squeeze off 'til all y'all diminish Shootouts for twenty minutes, until we finish Venice took the loot, escaped, in the Coupe Break bread, with the 'Kiss, Peniro, Sheek Louch' Black Rob joined the Mob, it ain't no replacin' him Niggas step up, we just macin' them, placin' them In fune-rals, criminals turned aroused To Brick City, nobody come off like P. Diddy Business wise, I play men Hide money on the Island Cayman Y'all just betray men, we spray men, I position competition Another day in the life of the commission   We got the real live shit from front to back To my niggas in the world, where the fuck you at? Where my niggas is at? Where my niggas is at? Where the fuck my bitches at? Where my bitches is at? We got the real live shit from front to back To my niggas in the world, where the fuck you at? Where my niggas is at? Where my niggas is at? Where the fuck my bitches at? Where my bitches is at? We got the real live shit from front to back To my niggas in the world, where the fuck you at? Where my niggas is at? Where my niggas is at? Where the fuck my bitches at? Where my bitches is at? We got the real live shit from front to back To my niggas in the world, where the fuck you at? Where my niggas is at? Where my niggas is at? Where the fuck my bitches at? Where my bitches is at?   Ayo, can you hear me out there? Ayo turn me up, nobody can hear me out there That's good, it's all fucked up now Y'all know it's all fucked up now right? What the fuck I'ma do now? What I'ma do now? Can y'all hear me out there?   We got the real live shit!! Can y'all hear me out there? Fuck y'all niggas wanna do It's all fucked up now.. what I'ma do now, huh? What I'ma do now? It's all fucked up now",781.0
You Must Love Me,rap,JAY-Z,1997.0,111493.0,{}," Throughout my life (uh huh uh huh uh) No matter what I've done (right) You've been merciful and your love endureth (yeah) Through all things (yeah) For that I am eternally grateful   Since my date of birth bought you nothing but hurt Play those video games, stole change from ya purse Sat on the cold court bench 'til I was arraigned in ya skirt Saw the pain in ya face, still you maintained a smirk All you did was motivate me, ""Don't let 'em hold you back"" What I do? I turned around and I sold you crack I was a bastard for that, still I'm drowning in shame Just remember one thing now: you're not to blame You was newly separated tryin' to escape ya world And through my thirst I didn't help you I just made things worse I hated me and everybody that created crack Had me thinkin' the newest kicks and the latest gat Still haven't apologized, so please play this back While I try to come to terms with such a heinous act You know in more than one way cocaine numbs the brain All I did was think about how the funds once came Then I ran across this memory and it stung the brain How can you ever destroy the beauty from which one came That's a savage, you're the reason Why me and these beats make a marriage Why I rhyme above average and I ain't shit Glad you got yourself together, no thanks to me Strong and beautiful the way thangs should be You must love me  You must love me... Say that you love me All I know say that you must love me Ohh yeah   We used to fight every night but I never would suffer Just smile, my big brother's tryna make me tougher As we grew fussing and fighting continued As I plundered through ya stuff and snuck ya clothes to school Got intense, real intense as we got older Never believed it would lead to be poppin' one in your shoulder Where my rings? Knew you had it 'cause you took too long As Mickey, Annie and the girl that bought it looked on Huffin' and puffin' gun in my hand told you step outside Hoping you said no but you hurt my pride Made our way down the steps Maybe you thought it was just a threat Or maybe ya life was just that crazy And you was beggin' for death Try to justify this in my young mind But the adrenaline and my ego hurt combined Drove me berserk, saw the devil in your eyes High off more than weed Confused, I just closed my young eyes and squeezed (gunshot) What a sound! Opened my eyes just in time To see ya stumbling to the ground Damn, what the fuck I done now? Runnin' around in a circle thinking I'm assed out Hot gun burnin' my waist, ran straight to Jaz' house Like a stranger damn I just shot my nigga And ran off into the night as if it was not my nigga Left the scene, how could I go out that way? Still you asked to see me in the hospital the next day You must love me  What after all the wrong I've done You must love me... I know you must You must love me...   Everything in my power and within my frame To protect you from this life and keep you away from the game But you was one of the few people that I can trust And the fact of the matter I slang these pies for us You put the pressure on me daily, rarely would you let it go Was a thousand and one times I had to tell you no But it was one of those days when nobody was around And I needed emergency trip out of town Searched my mental Rolodex for all the numbers I know As you stared in my face asking me could you go I agreed said send her everything'll go smooth Just tell her what to do and everything'll go through Strapped her body with them thangs as you boarded the plane Couldn't explain the strange feeling that I caught in the vein I'm thinking why would I send you when I knew it ain't right I'm thinking what would make you sacrifice ya life You must've love me   (""You must love me"" repeats in background) After everything that I've done wrong I know inside you must love me I know that you love me You showed me I know it I know Say that you love me Say that you love me I know you must love me Oh yes you do Inside I know it You've always shown it You love me yea yeah Oh yeah I know that you love me",782.0
Better on the Other Side,rap,The Game,2009.0,15362.0,"{Diddy,""Chris Brown"",""Boyz II Men""}"," I remember the first time I seen you moonwalk (Oh woah) I believed I could do anything (Oh, ooh) You made the world dance You made the music come to life (Woah, oh woah)   This the type of song that make the angels cry (Mike Jack) I look up in the sky and I wonder why? (Why?) Why you had to go, go, I know it's better on the other side (You were the greatest) You were chosen from the start (Chosen, oh), never gon' let you go (Oh, oh, oh, God chose you, will never forget you) It's from my heart, woah-oh (The King, we miss you)   Who's Michael Jackson? You're Michael Jackson I'm Michael Jackson, we all Michael Jackson I guess what I'm askin' is, everybody bow their head for a legend, don't breathe for a second Now let the air out, grab the hand of somebody you care about So you can hear my message, my confession, somebody tell Usher I seen the moonwalk, I guess the young thriller touched him Like he touched me, like he touched you So carryin' his legacy, somethin' I must do And I trust you lightin' candles, concrete visuals Me and my brothers listen to Jackson 5 in the livin' room First thing I did when I heard, was call Puff 'Cause him and Mike tried to stop the beef between us Who was us? Me and 50, that beef is dead Him and Mike Jackson gonna take us to the ledge  This the type of song that make the angels cry I look up in the sky and I wonder why? Why you had to go, go, I know it's better on the other side (Ooh yeah) You were chosen from the start, never gon' let you go It's from my heart, woah-oh (Oh, oh)   As I'm pourin' out this liquor, candles start to flicker When list my Air Ones, MJ was my nigga Not the one that play ball, the one with the Hollywood star And since I'm a Hollywood star, I'ma tell you my story Never had a family that close Never see Berry Gordy walkin' through Interscope But just like me, they always had Mike in a scope No matter what you say, I'ma love him and he's still dope Let me take you back to '85 when I was in a zone Dancin' for my mama, 'Thriller' jacket with all the zippers on Now i'm doin' 90, 'bout to crash in this Aston Listenin' to Outkast, I'm sorry Ms. Jackson Anythin' I can ever do to better you Your son was our king so we won't Corretta you I'm writin' this letter to all the Jackson kids We all Jackson kids, time to let us through   This the type of song that make the angels cry (Oh woah) I look up in the sky and I wonder why? Why you had to go, go, I know it's better on the other side (Ooh yeah) You were chosen from the start, never gon' let you go  (Oh, oh) It's from my heart, woah-oh  People could say what they wanna say about you (Oh) We gon' remember the miracles that you showed us (Oh) Through your music, through your dance (Oh woah) Through your philanthropy You were the one that made us all realize that we are the world You were the one to show us we can moonwalk (Yeah) You gave us the beat (Hey) Gave us the rhythm (Hey-ey) Gave us the soul (Oh) Through us, your legacy lives on (Anything) You can't stop now, we won't stop now (Anything, oh) Mike Jackson   This the type of song that make the angels cry (Oh woah) I look up in the sky and I wonder why? (Why) Why you had to go, go, I know it's better on the other side (Ooh yeah) (Why'd you have to go, Mike? Okay) You were chosen from the start, never gon' let you go  (Oh, oh) (Wassup Chris?) It's from my heart, woah-oh   This the kinda song that make the angels cry Look up in the sky and ask God, why, why, why Do we live and let die? This the kinda song that make the angels cry Look up in the sky and ask God, why, why, why Do we live and let die?",783.0
Stop the Music,rap,P-Money (Producer),2004.0,2064.0,{Scribe}," And I hope you feel my pain Hope you don't forget my name For the cause I claim and the reason I came Tell me was it all in vain? I walk ball and chain Through the midnight rain I'd sing And the man would say Stop the music playing loud and clear Cause they don't want to hear Oh Lord they don't want to hear But its loud and clear And its deep inside my soul   Raise some hands Say my name And let it Bang! (Chorus x4)   And I refuse to lose, no I've never been the type to quit You'd probably give up now and just turn back around but that's one of many differences Because I don't care what the distance is I told you I'd take it all the way I couldn't just walk away and just pretend like I don't have more to say Stop the music playing loud and clear Cause they don't want to hear Oh Lord they don't want to hear But its loud and clear And its deep inside my soul They can't hold me down no more They got to let me go! Chorus   Coz I know what I've gotta do I couldn't stop now even if I wanted to They told me give it up its impossible I never bury my head in the sand like the ostrich do And I'm young and I still got a lot to prove I can't stop, won't stop, unstoppable Elevator looking down on all obstacles Until I heard a voice from the other side of the room, telling me to Stop the music playing loud and clear Cause they don't want to hear Oh Lord they don't want to hear But its loud and clear And its deep inside my soul They can't hold me down no more They got to let me go!  Chorus x3",784.0
Put It Down,rap,Bun B,2010.0,61674.0,{Drake}," Now when it come to makin' money, I'm a printing press (Press) And when it come to bein' trill, I'm the litmus test Run it like a fitness test (Test) And when it come to making history, I'm like Joe's son (Son) A million ways to die and you already chose one (One) A million dollars stacked, it sounds like a good beginning ('Ginning) We on the top now Go back and tell the hood we winning (Winning) And while you're there, let 'em know I did it just for them (Them) I made 'em cough the cash up And left 'em just the phlegm (Phlegm) Is that the King of the Trill? Go tell 'em, ""Yes, it's him"" (Him) And his testosterone is up, who's got the estrogen? ('Gen) I like your girl and I think she like me even more (More) I hit her with that heave-and-ho and then I'm leavin' bro (Bro) The Dirty South's finest, and Dirty South's behind us Now, that's a plus on the report card, not a minus Keep your security blankets because I'm not your Linus You got a problem with us? You know just the spot to find us  Ugh! Since you're telling on me, tell the world about me Ask your girl about me, she'll probably tell you that I Put it down, put it down You know how I put it down, put it down Every time I come around Just bought a car, the nigga Pimp owned it I threw some tints on it, he woulda loved it how I Put it down, put it down You know how I put it down, put it down Every time I come around   They know I'm in a Port Arthur state of mind Southern superstar status (Status), I elevate the grind (Grind) My time is money, so I put some money on my time Lightning on the Breitling So exciting when you see the shine (Shine) We on a level those before us never even thought of (Thought of) I broke my bread and fed my team just like the Holy Father (Father) I helped the blind to see and kept it G just like I oughta (Oughta) The only thing that's left for us to do is walk on water (Water) We playing all four quarters 'til the clock expire ('Xpire) So 'til I see the ref waving, I will not retire ('Tire) My flow is still official, and I still got the fire (Fire) Can't take your eyes off me (Off me) Like when you watch The Wire (Wire) And in oh-ten (Ten), we finna go in (In) So let the opposition know that there is no win (Win) And I am no friend (Friend), so put your hand down (Down) And tell 'em, ""Stand down"" (Down) before it's ""Man down"" (Down)  Ugh! Since you're telling on me, tell the world about me Ask your girl about me, she'll probably tell you that I Put it down, put it down You know how I put it down, put it down Every time I come around Just bought a car, the nigga Pimp owned it I threw some tints on it, he woulda loved it how I Put it down, put it down (Yeah, ugh) You know how I put it down, put it down Every time I come around   Round! I gotta hundred girls in each phone Drizzy Drake, mayne—Young Sweet Jones I never cheat unless you count the girls I cheat on I know you can't bring every single one you meet home Homesick just when I thought I was sick of home Losing track of time, every day, we switchin' zones Drizzy Hendrix, I'm just backstage getting stoned Thank Me Later, man, a million copies shipped and gone Overboard, nigga; I'm quoted more, nigga Results are in, I guess you should've voted more, nigga Swimming in the money, y'all just float ashore, nigga Never drowning, what the fuck you think this boat is for, nigga? Yeah, I'm quick to take a R&B diva out I bring some friends She bring some friends that know what we about And when it's done, I put my slippers on and see 'em out And tip the driver to make sure he take the scenic route I swear these women living like they tryna write a book after But I'm just really tryna keep it G for my chapter Listen to my words, see just what I mean Rest in peace to Chad Butler, every day I'm riding clean, damn!  Ugh! Since you're telling on me, tell the world about me Ask your girl about me, she'll probably tell you that I Put it down, put it down You know how I put it down, put it down Every time I come around Just bought a car, the nigga Pimp owned it I threw some tints on it, he woulda loved it how I Put it down, put it down You know how I put it down, put it down Every time I come around Ugh! Since you're telling on me, tell the world about me Ask your girl about me, she'll probably tell you that I Put it down, put it down You know how I put it down, put it down Every time I come around Just bought a car, the nigga Pimp owned it I threw some tints on it, he woulda loved it how I Put it down, put it down You know how I put it down, put it down Every time I come around",1111.0
White Riot,rock,The Clash,1977.0,41406.0,{}," 1,2,3,4   White riot, I wanna riot White riot, a riot of my own White riot, I wanna riot White riot, a riot of my own   Black man got a lotta problems But they don't mind throwin' a brick White people go to school Where they teach you how to be real thick   Everybody's doin' Just what they're told to And nobody wants To go to jail!  White riot, I wanna riot White riot, a riot of my own White riot, I wanna riot White riot, a riot of my own   All the power's in the hands Of the people rich enough to buy it While we walk the street Too chicken to even try it   Everybody's doin' Just what they're told to And nobody wants To go to jail!   White riot, I wanna riot White riot, a riot of my own White riot, I wanna riot White riot, a riot of my own   Are ya' takin' over Or are ya' takin' orders? Are ya' goin' backwards Or are ya' goin' forwards?  White riot, I wanna riot White riot, a riot of my own White riot, I wanna riot White riot, a riot of my own",1290.0
What You Know,rap,T.I.,2006.0,179770.0,{},"   Yeah, ayy, ayy, ayy, ayy What you know about that? What you know about that? What you know about that?   Ayy, don't you know I got kis by the three When I chirp, shawty chirp back Louie knapsack where I'm holding all the work at What you know about that? What you know about that? What you know about that? Hey, I know all about that Loaded .44 on the low, where the cheese at? Fresh off the jet to the 'jects where the G's at What you know about that? What you know about that? What you know about that? Hey, I know all about that   See me in your city, sitting pretty, know I'm shining dog (Ayy, ayy) Riding with a couple Latin broads and a China doll (Ayy!) And you know how we ball (Ayy!), riding in shiny cars (Ayy!) Walk in designer malls (Ayy!), buy everything we saw You know about me, dog (Okay), don't talk about me, dog (Okay) And if you doubt me, dog (Okay), you better out me, dog (Ohh!) I'm throwed off slightly, bruh, don't wanna fight me, bruh (Ohh!) I'm fast as lightning, bruh (Ohh!) You better use your Nikes, bruh (Geah!) Know you don't like me 'cause (G-G-Geah!) Your bitch most likely does (G-G-Geah!) She see me on them dubs (G-G-Geah!) In front of every club (What?) I be on dro, I'm buzzed (Nigga, what?) Gave every ho a hug (Ayy, nigga, what?) Niggas don't show me mugs (Ayy, nigga, what?) 'Cause you don't know me, cuz  Ayy, don't you know I got kis by the three When I chirp, shawty chirp back Louie knapsack where I'm holding all the work at What you know about that? What you know about that? What you know about that? Hey, I know all about that Loaded .44 on the low, where the cheese at? Fresh off the jet to the 'jects where the G's at What you know about that? What you know about that? (Ayy, what they know about this shit here, man?) What you know about that? Hey, I know all about that   Candy on the six-four, leather guts, fishbowl (Ayy, ayy) Fifty on a pinky ring just to make my fist glow (Ayy!) Young bitches get low (Ayy!) because I get dough (Ayy!) So what I'm rich, ho? (Ayy!) I still will pull a kick-door What you talking shit for and gotta run and get folks? Got you all yelling, I thought you'd pull out a gun and hit four But you's a scary dude, believed by very few (Okay!) Just keep it very cool (Okay!) or we will bury you (Ohh!) See, all that attitude? (Ohh!) Unnecessary, dude (Ohh!) You never carry tools, not even square, he cube (What?) You got these people fooled (Nigga, what?) Who see me on the tube (Ayy, nigga, what?) Whatever, try the crew (Ayy, nigga what?) They'll see you on the news  Ayy, don't you know I got kis by the three (Ayy, ayy) When I chirp, shawty chirp back Louie knapsack where I'm holding all the work at (Ayy, ask 'em) What you know about that? (Ayy, ask 'em) What you know about that? (Ayy, ask 'em) What you know about that? (Hey, hey, hey) Hey, I know all about that (hey, hey) Loaded .44 on the low, where the cheese at? (Geah, geah) Fresh off the jet to the 'jects Where the G's at (Ayy, ayy, westside, nigga!) What you know about that? (Ayy, ask 'em) What you know about that? (Ayy, ask 'em) What you know about that? (I'm talking to you, homie!) Hey, I know all about that (Ayy!)   Fresh off the jet to the block Burning rubber with the top popped (Ayy, ayy) My partners busting shots I tell 'em, ""Stop, it make the block hot"" (Ayy!) Your label got got (Ayy!) 'cause you are not hot (Ayy!) I got the top spot (Ayy!), and it will not stop (Ayy, ayy) Hey, video or not, Doc, we'll bust it 'til the Glock stop Drag you out that Bentley Coupe And take it to the chop shop (Ohh!) Partner, we not y'all (Ohh!), if it may pop off I'll answer the question (Ohh!) ""Will I get your block knocked off?"" (Geah!) This what it is, bruh (G-G-Geah!) Look, I will kill, bruh (G-G-Geah!) I'm in your hood (G-G-Geah!) If you a gangsta, what you hid for? Somebody better get bruh 'fore he get sent for Say you wanna squash it (Ayy, nigga, what?) What you still talking shit for?  Don't you know I got kis by the three When I chirp, shawty chirp back Louie knapsack where I'm holding all the work at What you know about that? What you know about that? What you know about that? Hey, I know all about that Loaded .44 on the low, where the cheese at? Fresh off the jet to the 'jects where the G's at What you know about that? What you know about that? What you know about that? Hey, I know all about that",790.0
All I Want Is You,rb,Miguel,2010.0,239359.0,"{""J. Cole""}"," Damn Damn Heheheh Ugh   Damn, Cole World I never thought I see that day that you my old girl Now I’m stuck here hollerin' at ol' girl Got one, got two, three, four girls Shotgun in the drop made a right Hut-one, hut-two, told them hoes take a hike Then it’s on to the next—on—on to the next one Hard to move on when you always regret one   I wonder sometimes I wonder if I was wrong Tryna do right by you got me here Now all I am is alone  Cause her eyes, and those hips And that ass, don’t compare, at all, no And at best, all they do is distract me but now Deep down, when I face it   All I want is you All I want is you, now All I want is you now Now that you’re gone, gone, gone   'Cause being your friend is killin' me softly Hear voices, wonder where I went wrong It was my fault and the wrong time I wonder so often, regret gets exhaustin'   Cause her eyes, and those hips And that ass, don’t compare, at all, no And at best, all they do is distract me but now Deep down, when I face it   All I want is you, mmh All I want is you, now All I want is you now, sugar Now that you’re gone, gone, gone All I want is you, ooh-ooh, ooh All I want is you, now All I want is you now, baby Now that you’re gone, gone, gone, gone, gone  Cause they don’t smile, huh, or smell like you And they don’t make me laugh, or even cook like you And they don’t photograph, nah, they don't sex like you Let's face it (yeah) I can’t replace it (yeah) That's why all I want is you now   I hit the club when you left me thinking that could heal shit Tryna celebrate my Independence Day, Will Smith Baby girl, who I’m kidding? Still sick, real shit All my new hoes seem to get old real quick And could it be, you everything that these plain bitches couldn’t be? Is it a sign from the Lord that I shouldn’t be? Lost in the player way, sorta get old to me Got me on layaway, girl you got a hold on me I say, ""I’m wrong"", you say, ""Come again?"" Damn, said I was wrong, look don’t rub it in I got a lot on my mind, got a flock full of dimes Like a line full of hoes, how they coming in Just sayin', don’t wanna have me then somebody will I’m playin', weight on my chest like I body build I’m prayin', you ain’t content with tryna do your thang And come back baby, boomerang, 'rang, huh   That's why all I want is you now All I want is you, now All I want is you now, sugar Now that you’re gone, gone, gone, gone, gone  Ooh, ooh Ooh, ooh, oh Yeah, now that you're gone, gone, gone I want you back",791.0
Chillin,rap,Wale,2009.0,53980.0,"{""Lady Gaga""}"," Na-na-na-na Na-na-na-na Hey, hey, hey Goodbye-bye-bye-bye-bye-bye, hey!   Lookin' at, lookin' at, lookin' at me Look at that, look how they lookin' at me Eyes all stickin' like honey on bees (Yeah) Look at that, look how they lookin' at me (Uh, uh) D.C. chillin', PG chillin' My name Wale and I came to get it Came to get it, came to get It My name Wale (Wale, Wale)   Shit, this how you start off '09 Kickin' in the door and I'm e'rybody problem Stuntin' in some other Jordan Nines I got Phil Knight talkin' about ""How you got them?"" Let's talk about the cars y'all got You say you got a lotta whips, well I got a lot I got the right to be cocky Get so much cut, disc jockeys jock me You niggas mad that you not me I remain a giant and you're Jeremy Shockey And if you ain't heard me properly If you speak garbage, then we no capiche D.C. chillin', PG chillin' Floor to the ceilin', stuntin' in my Billionaire Gear, oh my Millionaire frames, that's money on my mind, Wale  Lookin' at, lookin' at, lookin' at me Look at that, look how they lookin' at me Eyes all stickin' like honey on bees (Yeah) Look at that, look how they lookin' at me (Uh, uh) D.C. chillin', PG chillin' My name Wale and I came to get it Came to get it, came to get It My name Wale (Wale, Wale)   Yeah, they keep sayin' ""Whale"" but my name Wale Hoes call me ""Mr. Never Wear The Same Thing"" You redundant, You never ever change And I'm the same way, M.I.A And me, Cool & Dre gettin' high like planes Your man Wale in his own damn lane Can't control the box, you are no Mills Lane Ain't heard D.C. since Sardines came Ha, and I made y'all love it We don't cop pleas but y'all don't cop nothin' Police come around, don't nobody say nothin' And you be with the cops, you niggas is McLovin Dark liquor 'til we busted 'Til I got a buzz like that nigga Chris Mullin District of Columbia You Bernie Mac funny, we ain't scared of none of ya  Look at, lookin' at, lookin' at me Look at that, look how they lookin' at me Eyes all stickin' like honey on bees (Yeah) Look at that, look how they lookin' at me (Uh, uh) D.C. chillin', PG chillin' My name Wale and I came to get it Came to get it, came to get It My name Wale (Wale, Wale)   Get 'em all, get 'em all, pick it all up Stack up your funds like a million bucks Across the pond, they all know us International, whoa Driving my car to a foreign place Lookin' at me, now they know my face We want it all now, we got it all, yup Look at that, look at how they lookin' at us   Dre, pick 'em up, pick 'em, I'll shut them all down Haters in the crowd, if you see 'em, point them out Stacks in my jeans, broads on the scene Folarin be ballin' for all y'all to see Ain't I something the way I'm stuntin'? My material girls give 'em Arab money! LV on my luggage Them Bammas goin' hate and I love it, fuck 'em  Flyest of the boys, flyest at the bars Flying in the sky with that money and arts We want it all now, we got it all, yup Look at that, look at how they lookin' at us Flyest of the boys, flyest at the bars Flying in the sky with that money and arts We want it all now, we got it all, yup Look at that, look at how they lookin' at us",792.0
Dolla and a Dream II,rap,J. Cole,2009.0,73300.0,{}," Yeah, aye wassup man? Aye, uh, aye look man, can I- can I get on- can I just get on this bus? All I got is a dollar fifty, I'm just sayin'. I just tryna get- I'm tryna get on the bus, man. I ain't got no mon- all I got is a dollar fifty, I don't go two dollars. Man, fuck you and yo' bus, nigga! (Yeah) Hey, hey (Yeah, got a dollar and a dream) Yeah, yeah I got a dollar and a dream (Yeah), yeah I got a dollar and a dream, real niggas on my team (Hey, hey, hey, hey, hey, hey) Everything ain't what it seems I got a dollar and a dream, hey (Hey, I'm dreamin')   Ayy, ayy, I got a dollar and a dream, real niggas on my team Everything ain't what it seems (Uh) Niggas hating but I love them even though they trying to scheme But I'm past that (Past that), a nigga's stock is rising like the Nasdaq (Uh-huh) They say I’m the future but yet I’m giving niggas flashbacks Of better days when you ain't have to settle for whatever played I represent the struggle, nigga, I say what they never say Whenever they spit that bullshit they spittin' This that pulpit, I’m hittin' niggas with the gospel (And the lord said) Hostile with them hoes, I got a dollar in my pocket plus a dream Yeah you laughing my nigga but everything ain't what it seems What it means to know your mama or your father on that pipe On that hard white, I’ll tell you what them scars like I’m speaking through these bars like a nigga in the jail Tired of siftin' through my mail, I feel like Cartwright, bills (Bills and bills and bills) For real, a nigga ill Just let me do the talkin', man, I know how niggas feel  I got a dollar and a dream, real niggas on my team Everything ain't what it seems (God damn, nigga. These motherfuckin' bill collectors, man) I got a dollar and a dream, real niggas on my team Everything ain't what it seems (Can't even God damn turn on my phone without these nigga ringin' me up) I got a dollar and a dream, real niggas on my team Everything ain't what it seems (They tryna call me from different numbers and shit. Tryna- tryna fool me, nigga. I'm Lil Cole, nigga!) Yeah, got a dollar and a dream, real niggas on my team Everything ain't what it seems, yeah   I got a dolla and a dream, real niggas on my team Everything ain't what it seem Every lady ain't no ho and every bitch ain't no queen Every nigga ain't no dog and every nigga ain't no king (Uh-huh) Shit be happening for a reason, everything is everything Every nigga can't dunk, some white man can jump (Haha) They shootin' niggas 'fore they even tell 'em put their hands up Crooked cops got a nigga scared to drive Probably thinkin' that I’m slangin', man, I see it in their eyes But inside of my pocket is a dollar, plus a dream Yeah, you swear your girl is faithful; everything ain't what it seems See, I seen how she glance and looked away like she want it I ain't sayin' I'ma fuck her, but I could if I wanted Know it hurts that she flirt with a nigga, this is worse I bet if I was to hit, man I wouldn’t be the first (Nah) This is church, this is gospel (And the lord said) Spit it like I get it from the Bible for your survival  I got a dollar and a dream, real niggas on my team Everything ain't what it seems (Yeah, ayy, yeah-yeah-yeah) Ayy, I got a dollar and a dream, real niggas on my team Everything ain't what it seems (Uh-uh, uh, uh) Ayy, I got a dollar and a dream, real niggas on my team (Wait 'til I get my money ri- hehehehe) Everything ain't what it seem Yeah, I got a dollar and a dream, yeah, I got a dollar and a dream (Wait 'til I get my money right, I'm dreamin')   Check it Aye Sallie, I know I ain't been answerin' your calls (Aww, not this bitch, yeah) But shit, let me explain- (I can explain, I can explain) It's because times been hard Been runnin' 'round tryna find a job (I can't get no job) I hear my phone ringing in the morning, 9 o’clock And it's you (God damn), can't even front, I press ignore (Yeah) I still got your letters layin' in my dresser drawer (Haha) You tellin' me about all the things you did for me (I know, I know, I know, I know) When I was broke, you sent me dough and that was big for me (I know, I know, big for me) See you was there every year when I needed you And you were so quick to give I had to be with you Remember when I used to call you on your phone line I knew it was official when my mama cosigned (Haha, yeah) But in no time, a nigga graduated I hit the real world, baby girl, I'm sad to say it But I was usin' you, you gave a nigga major stacks (Major stacks) And I know in my heart one day that I'm gon' pay you back I got a dollar and a dream  I'll pay you back. Look, can we- can we set up some type of payment plan or somethin'? Like, you know what I'm sayin'? Like, you know? I just graduated six months ago so you know, times is kinda- times is kinda hard, baby. I- I just- can I just pay you like a lil' bit right now and then I pay you- I pay you the rest next- next month when I get paid. Can I just do somethin' like that? I gotta- I'm not even gon' lie to you, I don't, I don't really have it right now. I gotta pay how much? Five thousand dol- Aw, nigga is you crazy? Bitch you lucky I even answered the phone, I shouldn't have even picked up this motherfucker, I s- Look, what's ya- what's ya name? Can I- can I speak to a manager? You are the manager? Look, look can I speak to yo' manager? Who's- who owns this motherfucker? Let me talk to the owner! God damn it, I ain't- y'all niggas crazy... hahaha",793.0
